#,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote,polarity_score,sentiment_label
857,A3ETVWL23GEZ2U,B007WTAJTO,Casper Chauncey,"[0, 0]",bought bunch many many hour use video camera every one fast get one like might want way keep track notice small blank area red right sandisk name write number fine tip dont try one solid black chip,5,Fast and flawless under demanding conditions,1387065600,15-12-2013,358,0,0,0.5355,pos
858,A8G9K1LVARCGX,B007WTAJTO,castle,"[0, 0]",wonderful card performs fast efficient use samsung galaxie problem love offer reliability sandisk,5,Good card for your Galaxie phone or other phone components Mine works great. !!,1386547200,12-09-2013,452,0,0,0.8402,pos
859,A1IC2VALIFKQNT,NONE,Cat Cat,"[0, 0]",cannot say sd card phone google phone put mp card galaxy result corrupted file yep thats got fairness sandisk gave card star get gb card instead,4,Samsung Galaxy S3 = Scrambled Files,1373155200,07-07-2013,519,0,0,0.296,pos
860,A20M3WWWSECUEV,NONE,catchemall447,"[0, 0]",previously purchased two adata microsd card one never worked one failed second far problem chip,4,finally one that works,1347408000,09-12-2012,729,0,0,0.0005,pos
861,A1PZHJTGE2TS99,NONE,Cat Daddy,"[5, 6]",advertisement call card class card however able get class speed card sd card seem much faster readwrite microsd card get mb write speed copying file sd card phone usb cable get transfer rate adapter small memory card seem limited write speed also card heat transferring long period time continuously warm read speed seem cap mb see mb small file one thing note may design particular card card super fast transferring small file slow big file youll see slower write speed longer write larger file whereas smaller file zip along one time mb getting mb writing gb movie file card excellent card beyond worth money get love evo g lte previous phone evo g reason gave star perform advertised mb however thinking getting memory card android phone dont want pay big buck card stop reading buy im glad,4,Very nice for the price!!! Read for REAL WORLD review!!,1345507200,21-08-2012,839,5,6,0.939,pos
862,A2Z0D1SBYJBAZ2,B007WTAJTO,Catenaccio,"[0, 0]",excellent product complaint issue card perfect size camera,5,2nd such,1383091200,30-10-2013,404,0,0,0.7351,pos
863,A2B4P8KUHWZCAQ,NONE,cateyemeow,"[0, 0]",micro adapter package buy one package get item needed smartphone digicam replaced gig micro phone gig one reformatted gig micro used adapter camera uploaded photo laptop using adapteri would given star adapter stopped working month though dont know product defective handled much incorrectly feel star fair,4,great idea...,1381795200,15-10-2013,419,0,0,0.4226,pos
864,A35NBCUEJSF9VT,B007WTAJTO,"Cathy P. Nguyen ""Cathy Nguyen""","[0, 0]",purchase gopro hero absolutely perfect fair price might purchase another one,5,Product is as Described,1393804800,03-03-2014,280,0,0,0.8799,pos
865,AUDX69YGA9BA7,B007WTAJTO,"Cat Lover ""Cat Lover""","[0, 0]",purchased phone easy install format phone arrived time packaging appropriate,5,SanDisk Ultra 16 GB MicroSDHC Class 10 UHS-1 Memory Card with Adapter...,1394928000,16-03-2014,267,0,0,0.4404,pos
866,A15L8THZJXKONX,B007WTAJTO,Cauchemar,"[0, 0]",issue far sandisk good brand hopefully last durable well see recommended,5,No problems,1387756800,23-12-2013,350,0,0,0.8176,pos
867,A398A4XF7BQDYF,B007WTAJTO,Cave Dweller,"[0, 0]",bought camera p video recording option everything work fine card adapter,5,"Worked just fine, as expected",1374624000,24-07-2013,502,0,0,0.2023,pos
868,A1JEC57F1JQQGG,NONE,"C. B. ""C. B.""","[0, 0]",purchasing three one two gift others read review said sometimes quit difficult impossible recover data using card week hasnt failed yet phone almost month phone started every second telling either mounting unmounting card sandisk ultra gb microsdhc class uhs memory card apparently decided fail thank goodness info one small app need access week real critical thanks amazon day return policy though probably eat cost one unfortunately read bad review product already purchased mine wife hasnt failed yet advice stay clear product maybe sandisk general,4,Okay for now,1357948800,01-12-2013,372,0,0,0.7007,pos
869,A1SDEG7BA0ZDGO,B007WTAJTO,CBC girl,"[0, 0]",didnt realize small memory old phone tmobile touch g slide mean thing slow accepting downloading stuff anymore figured later memory might small sure looked sandisk memory card amazon ordered one surprised much cheaper seen store installed phone worked like champ still use phone different downloads much memory,5,Updated Memory on My Phone!,1402790400,15-06-2014,176,0,0,0.9022,pos
870,A2Q1KHJ3C9UZRE,B007WTAJTO,C. Bruce,"[0, 0]",upon inserting hc gb card motorola x galaxy music would play sometimes file would work card problem allows put whole music collection phone complaint far job,5,much improved performance for Galaxy S3 phone,1366588800,22-04-2013,595,0,0,-0.3612,neg
871,A36LMXZJQFOH4W,B007WTAJTO,C.B. Stone,"[0, 0]",use card gps gps came couple gb onboard quickly used gps software since device also play mp wanted spacei read meager documentation came device see could handle gb card pretty sure would handle gb card one never know specification unfortunately documentation device meager written ill buy give try worst swap gb card different device hopefully handle gb make long story short late gb card work fine put bunch mp card put device sure enough recognizes play themso pretty much done deal price ease use name brand recommend little card,5,Little card holds a lot of stuff,1366243200,18-04-2013,599,0,0,0.9472,pos
872,AUQNY6L47GA3B,B007WTAJTO,C. Carmona,"[0, 0]",stay away flash memory get quality sandisk ive owned dozen usb flash drive compactflash sd microsd card year particular model gb microsd galaxy note pro tablet gb microsd galaxy note em device recognized problem file internal storage card without issue fly plugged computer always recommend sandisk anyone looking expand storage capacity,5,It just works.,1395187200,19-03-2014,264,0,0,0.2732,pos
873,A152W19JNMN6VP,NONE,ccl13,"[0, 0]",reach read speed mb write speed mb optimal speed everything fine id like say color quite good thing microsd could small put away second easily disappear bright read light grey color much easier find common quality look good like microsd card design cannot tell circuit sd card adapter come quite good quality good design good quality satisfying speed call say worth totally go,4,Will never reach the said speed,1351987200,11-04-2012,971,0,0,0.9869,pos
874,A2YPY74P802E71,B007WTAJTO,C. Conway,"[0, 0]",ive tried card going back compact flash card ruled every single time wind coming back sandisk wont card certain speed unless speed every single sandisk product ive ever owned lasted lasted lasted quit using sandisk product didnt make sense keep using mb mb flash card still work really slowly still work fine heck use time ever sandisk fail could failure back something fault sandisk product soooo buy sandisk always get money worth,5,"Works like a charm, every time",1398038400,21-04-2014,231,0,0,-0.8231,neg
875,A1LI033VZ85RH1,NONE,ccpff,"[0, 0]",using security camera mounted outside job recording picture video first one failed issue second one seems working well,4,Effective storage,1389744000,15-01-2014,327,0,0,0.0516,pos
876,A10XW9CASORTU6,B007WTAJTO,cctaber,"[0, 0]",purchased grandson tablet actually purchased love game wanted sure plenty space save everything wanted must working ive heard complaint,5,Gift for my grandson.,1391040000,30-01-2014,312,0,0,0.8176,pos
877,A2L8UUH65S1BJ6,B007WTAJTO,C. Dan,"[0, 0]",excellent quality item,5,A must for Hi-Def photos or video,1404518400,07-05-2014,215,0,0,0.5719,pos
878,A353W6DMBUS5LG,B007WTAJTO,C. DICKERSON,"[0, 0]",bought upgrade gb android phone need extra space nice handy accommodate picture video take phone among thing without worry running space packaging good arrived time amazon prime thats something dont worry,5,Good,1365724800,04-12-2013,369,0,0,0.881,pos
879,A35T0U9OC9R1JM,B007WTAJTO,cdpham,"[0, 0]",work great added memory lg phone sandisk brand trust recommend highly,5,Works great in my phone,1376784000,18-08-2013,477,0,0,0.872,pos
880,AKVLO4WN32ZQN,B007WTAJTO,cecil john,"[0, 0]",fixed camera automatically recognized great storage camera use,5,great,1384473600,15-11-2013,388,0,0,0.6249,pos
881,A1C96JTJ3U8FAH,B007WTAJTO,ceejay,"[0, 0]",memory card work nook canon camera chose disk hold lot picture shipped earlier expected,5,Good Product,1389657600,14-01-2014,328,0,0,0,neg
882,A1NRC1QV6O3XR7,NONE,"Celestino Cervini ""SteeKnow""","[0, 0]",great card lot storage money dont hesitate buying steal amount storage get,4,Great for money!,1381968000,17-10-2013,417,0,0,0.8197,pos
883,A3UQY8MRTY9NCG,NONE,"Cesar Daher ""Caesar D""","[0, 0]",good card high quality material nice design new model product brand name n reliable recommended good price,5,great item,1349740800,10-09-2012,819,0,0,0.8555,pos
884,AHGKJCIZPWKH5,NONE,Cesar,"[0, 0]",use phone watch hq video run apps unlike lower class non hc card one never stutter,5,Constant solid performance,1356220800,23-12-2012,715,0,0,-0.1179,neg
885,ADCLG1T5X6S0,NONE,C. Escobar,"[0, 0]",month would read used sort card reader computer went completely dead strange product company guess happens may happen since high capacity would mean susceptible becoming corrupted would buy maybe gb,3,Was going great then....,1368662400,16-05-2013,571,0,0,-0.7698,neg
886,A3UP3IWJAX32QE,B007WTAJTO,Cevyn L. Miles-monaghan,"[0, 0]",cant complain speed much put little guy super mini microsd reader stick truck stereo mp storage use usb memory card reader card music truck stereo seems happy,4,"Mine gets 7 MBps writes, 20MBps reads",1376524800,15-08-2013,480,0,0,0.8567,pos
887,A30XB1HWSTW45G,NONE,C. F. Jung,"[0, 0]",use note supposed extends storage capacity great phone,5,Great Deal!,1361145600,18-02-2013,658,0,0,0.6808,pos
888,AM7MHLY9P67PP,NONE,"C. Gaiser ""Photo Chuck""","[0, 0]",purchased add memory new android tablet san disk good reputation never one fail purchased ultra speed purchased good price would recommend item anyone need sd micro memory,5,San Disk Always a Good Choice,1380758400,10-03-2013,638,0,0,0.8793,pos
889,AIY7C6Z9INUY2,NONE,cg,"[0, 0]",complains awesome card great performance speed far well bad sector,5,Perform exactly as they should,1389139200,01-08-2014,129,0,0,0.6369,pos
890,A2GS3EJJN6D5OR,B007WTAJTO,cgt212,"[0, 0]",utilized card much hoped would cannot comment much speed tablet asus transformer infinity certainly plenty space,4,Nice large size,1363132800,13-03-2013,635,0,0,0.6124,pos
891,A2YVT6FN08YT0V,NONE,Chad12420,"[0, 0]",far favorite microsd card fast far problem,5,Have a few.,1380153600,26-09-2013,438,0,0,0.0772,pos
892,A340VOZF6HCVZD,B007WTAJTO,Chad2625,"[1, 3]",ran several test computer phone wrote mb read bought replace generic gb class card lost dang small could find card actual wrote mb read mb went sandisk phone came class performs like class waste time refunded item,1,Why call it a class 10 when it runs as a class 6?,1348704000,27-09-2012,802,1,3,-0.3818,neg
893,A11E2EARHGOIJO,NONE,Chad A. Lawrence,"[0, 0]",product shipped fast actually came day early read people problem card got first thing format also make sure device compatible sdhc card problem fast readwrite speed little gb actually available storage pleased,5,No problems,1369785600,29-05-2013,558,0,0,-0.0516,neg
894,A1E583CT30Y9IU,NONE,Chadd Ingersoll,"[1, 1]",lasted month daily use android phone yesterday stopped performing writes failed altogether working read incredibly fast writes pretty good well,3,was a great card for about 8 months,1377734400,29-08-2013,466,1,1,0.5046,pos
895,A2PKGSWMET23EU,B007WTAJTO,Chad,"[0, 0]",yeah ultra hot could get device recognize card finally using usd reader tried format wouldnt format burned finger removed others also posted maybe bad many perhaps counterfeit dont know hassle return isnt worth may save,1,PLEASE READ THIS FIRST 32GB Micro SD Card Ultra,1380844800,10-04-2013,607,0,0,-0.6802,neg
896,A17EMZG90ULJHZ,NONE,chaik george,"[0, 0]",thought gb would work gb asus pad work great iti wanted space made easier put vids way pic,5,works very well in my asus pad,1370131200,06-02-2013,670,0,0,0.7845,pos
897,A2HBKDU7U81SG,NONE,"Chaitan Sukhadia ""chaitansukhadia""","[0, 0]",looking expanding memory galaxy note bought one class micro sd card good enough speed smart phone best way upgrade memory phone,5,Excellent choice for expanding phone memory,1391817600,02-08-2014,128,0,0,0.8689,pos
898,APKBGB3JBWL5X,NONE,C. Hallowell,"[1, 1]",needed video capacity canon camera sandisk gb micro card included adapter exactly right tool job ive several sandisk memory card past never glitch recommended,5,Upgrade Your Camera's Video Capacity !!,1363996800,23-03-2013,625,1,1,-0.1511,neg
899,A1ZVQJ04DYD4C8,NONE,"Chaos2u ""Reviewer Version 1""","[0, 1]",got use digital camcorder offered good value adapter card used anywhere mom happy extra capacity card provided film niece nephew,5,Excellent Value,1374364800,21-07-2013,505,0,1,0.8402,pos
900,A2ROR47LOES6F5,B007WTAJTO,Charles C. Moy,"[0, 0]",micro sd card extremely fast writing read file fast even slow usb interface card tight adapter need screw driver get back adapter tried another two adapter result tight fit user plan use normal size sd card excellent card one plan switch phone micro sd card camera normal size sd card tight fit might problem service excellent shipment faster expected would buy even tight fit excellent value fast card camera shoot burst mode without slowing write card,4,Very fast memory card,1373241600,07-08-2013,488,0,0,0.9382,pos
901,ANVTGPMF2LNBI,B007WTAJTO,Charles Hennen,"[0, 0]",received promised inserted acknowledged work expected also,4,SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter (SDSDQU-032G-AFFP-A),1372896000,07-04-2013,610,0,0,0.3612,pos
902,A3EF29X3EZJ8YV,B007WTAJTO,Charles Soccerleg,"[0, 0]",put tablet far nothing complain see long one last,4,nothing to complain about,1370131200,06-02-2013,670,0,0,0.2755,pos
903,A3LUL71NTNWK0U,B007WTAJTO,"Charles Summerhill ""Charleys""","[0, 1]",sandisk make great memory chip decent price recommend name brand error frequency,4,Good product,1368489600,14-05-2013,573,0,1,0.5994,pos
904,A1Q98NJX2ATKIN,B007WTAJTO,charleston,"[0, 0]",work great far gopro filled card pretty quick recording p got gb week later,4,works great,1370131200,06-02-2013,670,0,0,0.8074,pos
905,A2TEV0ETNXU961,B007WTAJTO,Charles W. Jefferson,"[0, 0]",replace g msd card aware card speed issue result started video pic card became corrupted little research found card write speed issue make sense replaced card yes work lost pic vid since,4,Great,1360972800,16-02-2013,660,0,0,0.1027,pos
906,A3A6LE6KYNVGCB,B007WTAJTO,"Charles W. Salmon ""fishbaitcws""","[0, 0]",love gb micro sd card put samsung galaxy note phone returned day trip used recorder kept hd quality whole time problem reason give star rating actually gb space instead norm please excuse,4,Satisfied!,1352332800,11-08-2012,849,0,0,0.6249,pos
907,A27IL9J0ZNMTJC,NONE,Charles W. Stewart,"[0, 0]",ive never problem sandisk memory product use ultra compact flash camera one cut great product problem continue demand sandisk,5,A great product with no problems,1404604800,07-06-2014,184,0,0,0.7198,pos
908,A2IHQNR9Y0VGEC,NONE,Charlie B,"[0, 0]",review sandisk card work store picture item phone zero problem,5,SanDisk - works!,1355356800,13-12-2012,725,0,0,-0.4019,neg
909,A2QI6BQ95C0BB3,NONE,charlie,"[0, 0]",card use galaxy read write speed good card come ready use box,5,great memory,1369958400,31-05-2013,556,0,0,0.6597,pos
910,AYL3LWQDW4RAH,NONE,charlie merrill,"[0, 0]",use galaxy tab great issue,5,Super,1400112000,15-05-2014,207,0,0,0.6249,pos
911,AH3C1S2P7VS16,NONE,Chase,"[0, 0]",ordered several much cheaper best buy use gopro work great prefer several gb gb case get corrupted arent losing much data,5,No Problems,1374364800,21-07-2013,505,0,0,0.8881,pos
912,A3SZBE5F3UQ9EC,NONE,"ChasRat ""ChasRat""","[0, 0]",great memory card got one amazon daily deal terrific price getting ready upgrade cell phone want larger capacity memory card ready go needed,5,Sandisk Ultra 32 gb micro SDHC card,1371168000,14-06-2013,542,0,0,0.9217,pos
913,A27IGO4RPYZDZL,B007WTAJTO,Chaulin,"[0, 0]",work fine virgin mobile htc evo v phone didnt recognize first formatting good,4,It's fine,1363305600,15-03-2013,633,0,0,0.5719,pos
914,A137LQ5JEJMRCP,NONE,Chayenne,"[0, 0]",gb top gb samsung memory card adapter included fit exactly phone price lower buying another phone store,5,For my Samsung S4,1392163200,02-12-2014,6,0,0,0.2732,pos
915,A2OTTBZWWA0U7V,B007WTAJTO,Chaz Ashley,"[0, 0]",got upgrade surface pro storage work nicely store bunch mp game work well game run fine boot pretty quick one issue installing game sometimes card would drive id pop get go however feel like could software related nothing like happened playing idea install game surface move file manually card tell uninstall game erase list hit install point folder card itll spot file download thing bam card wouldnt rely thing meant youre playing music card install game time fast thing many,4,Works nicely,1394323200,03-09-2014,96,0,0,0.896,pos
916,A5GMJRLN2AN2C,B007WTAJTO,ChazFarote,"[0, 0]",card working great quite several device one bough suddenly died went sandisk website chat support tech tried quick troubleshooting five minute asked info rma process quick easy like said one suddenly died idea luckily didnt anything important time one ive ever fail like said rma process breeze really like card customer service great reference run card samsung galaxy sii gb motorola droid gb motorola droid gb samsung galaxy note gb note one failed also gopro run golden sandisk card twice price continue buy card regardless isolated incident,4,"Card dies suddenly, was RMAd no questions asked.",1392336000,14-02-2014,297,0,0,0.813,pos
917,A3MJVUCWAB9M1S,B007WTAJTO,Cheeky Grin,"[0, 0]",mean obvious whole gb thing get maybe work ok far,4,So far so good.,1381795200,15-10-2013,419,0,0,0.296,pos
918,AU95EO5NFU1OE,NONE,cheesebiscuit,"[0, 0]",take lot pic phone samsung help free space phone ive issue far,5,Works great,1400112000,15-05-2014,207,0,0,0.7184,pos
919,A2XIHNXODNZGV4,NONE,"ChemProf ""chem professor""","[0, 0]",exactly old gb card samsung galaxy put digital recorder bought new gb card advertised fast stable try transfer many apps external medium phone free memory phone one problem recommended,5,very nice relatively inexpensive expansion card,1404259200,07-02-2014,304,0,0,0.5574,pos
920,A3F7FPMRJHW4RN,NONE,Cherelle,"[0, 0]",always come straight amazon memory card need sandisk one reliable name category lot usable memory minimum cost downside product max storage compatible device,5,Great prices on Amazon for Memory!,1396656000,04-05-2014,218,0,0,0.1531,pos
921,A1Q7EGHCAUXO59,NONE,Cherokee4Life,"[0, 0]",best class microsd card compared card performs card came sd microsd card converter nice plus card come preformatted work android device window device cant get much easier card fast shipping complaint,5,Fastest microSD I own,1386547200,12-09-2013,452,0,0,0.5374,pos
922,A3EZO5FLEFZKUM,NONE,"Cher Yang ""CY""","[0, 0]",would recommend friend worked expected transfer speedy always fan sandisk make product quality,5,great product,1372377600,28-06-2013,528,0,0,0.7906,pos
923,ALEYWDRK4BSIO,NONE,Cheryl Harris,"[0, 0]",purchased school havent heard complaint would assume everything okay,5,Purchased for school district.,1390435200,23-01-2014,319,0,0,0.4191,pos
924,A3F5G84BR3YHRI,NONE,chevrolet678,"[0, 0]",product great phone doesnt lock anymore wondering class found mean run faster normal black micro sd card class smart phone come card make difference fast get internet,5,SanDisk Ultra 32 GB MicroSDHC Class 10,1357603200,01-08-2013,494,0,0,0.7783,pos
925,A1OLTLY03SC8UV,NONE,Chevy_flames,"[0, 1]",purchasing sandisk gb class microsdhc needle say didnt see need purchasing one began read class card really process recording faster record picture faster didnt believe put test using samsung galaxy siii installed recorded video took picture played music also downloaded pdfs work document every test far faster class tell difference class close would say dont settle lower class cheaper wait go sale know well purchase one reason get card lower class,5,Must have!,1364947200,04-03-2013,644,0,1,0.7412,pos
926,A2GDDKTV8MVO4Y,NONE,"Chingas Lee ""Audio's Amigo""","[0, 0]",great price fast speed class adapter like color memory card much go wrong,5,Sandisk Ultra 32 gig MicroSD,1396569600,04-04-2014,248,0,0,0.5423,pos
927,A2V6GV4CJBD1PL,NONE,chirper9,"[0, 0]",bought samsung galaxy phone store picture video work like charm,5,Works great,1392854400,20-02-2014,291,0,0,0.6369,pos
928,AIH05X9KBQWX4,NONE,chocolatathunder,"[0, 0]",work great phonei think may buy lot gb,5,great,1356912000,31-12-2012,707,0,0,0.6249,pos
929,A1DE1MHA6R7B86,NONE,Chong,"[0, 0]",good product like brand keeping buying phone tablet,5,good mini sd card! as usual,1366675200,23-04-2013,594,0,0,0.6597,pos
930,A24FCW5FHB7EAC,B007WTAJTO,Chris Abdo,"[0, 0]",cant give much feedback ended returning looking ideal memory mircosd card gopro found better model end filming one event card pretty good end lagging time though briefly,4,Good Card,1387152000,16-12-2013,357,0,0,0.8834,pos
931,AVA31N8209O7Y,NONE,ChrisAmr,"[0, 0]",well known high speed good price lot storage space lot us bought micro adapter use flash drive movie,5,Brand name quality.,1388275200,29-12-2013,344,0,0,0.6124,pos
932,AC4LNN133SB,NONE,"Chris B. ""Creative Tech""","[0, 0]",used upgrade storage phone tablet simple get fast transfer speed simply work work well go card brand reliability performance,5,"Its fast, it works, its reliable. Done.",1404864000,07-09-2014,92,0,0,0.2732,pos
933,A2DPIXS8PTV54Q,B007WTAJTO,Chris Belardinelli,"[1, 2]",ive memory card week recently started resetting intermittently loses contact cell phone memory lost erasing everything find return date past im stuck memory card cant damn thing thanks lot nothing never buy direct didnt realize supposed adapter wow heck,1,After 3 1/2 weeks it loses it's memory and KEEPS RESETTING,1360022400,02-05-2013,585,1,2,-0.2378,neg
934,ATBR7F7455PTZ,B007WTAJTO,"chris ""chris""","[0, 0]",card work droid razr phone whenever try transfer file card make phone freeze completely tried every possibility get work type card worthless work due high capacity phone every tried get card work still cause phone freeze,1,Does not work on droid RAZR,1358985600,24-01-2013,683,0,0,-0.3612,neg
935,A30JLW5XPHUNKA,NONE,chris cooper,"[0, 1]",using add capacity android powered hp slate tablet reformat ntfs work worked great note many device work gb card check spec ordering,5,High capacity,1369526400,26-05-2013,561,0,1,0.6249,pos
936,AJSZVTWIAPTK8,NONE,Chris Feineis,"[0, 0]",got sd card trip hawaii could gopro everything get hour video hd work great complaint highly recommended,5,great sd card for gopro,1388880000,01-05-2014,221,0,0,0.6115,pos
937,A14Z6D3IRJ23F7,NONE,"Chris F ""root""","[0, 0]",bought one gb galaxy another canon ti work problem detected formatted box sandisk one reliable card manufacturer opinion ive gone sold lot sd card throughout year almost manufacturer failure date havent issue sandisk ive bought card wife family member everyone far there issue use mine everyday new music movie month havent far speed go using dd usb card reader recorded almost mb write speed mb read speed making far fastest class card ive sell extreme version card even faster integrated device wont see speed increase benefit,5,"Fast card, very reliable, great price.",1393200000,24-02-2014,287,0,0,-0.5695,neg
938,A3FFORBRAA010S,NONE,Chris G,"[3, 3]",bought gb version card increase storage capacity samsung galaxy use store picture video shoot phone never issue card keeping p video phone tested galaxy w sd card mb,5,Additional Memory for Galaxy S3,1350172800,14-10-2012,785,3,3,-0.0258,neg
939,A2DQ8TXDZ973X5,NONE,Chris,"[0, 0]",must listen lot music made gb model,5,works great in my Galaxy S4...,1376956800,20-08-2013,475,0,0,0,neg
940,A3HSJ1MXU5YX8X,NONE,Chris,"[0, 0]",bought expand storage space galaxy surface tablet window rt performed well transferring small file take problem recording video hd phone totally recommend largest card device take,5,Works great on a S4 and a Surface Windows RT Machine,1392422400,15-02-2014,296,0,0,0.5413,pos
941,A34GZ11DBL5ZG0,NONE,Chris,"[0, 0]",little card good transfer speed highly recommend exactly looking great price,5,SanDisk micro sd card,1395792000,26-03-2014,257,0,0,0.8596,pos
942,A14GY1BF6EQ009,NONE,Chris,"[0, 0]",good price good quality put phone extra storage held well since got,5,Good price,1380240000,27-09-2013,437,0,0,0.7845,pos
943,ASP3J2NEHDN4E,NONE,ChriS,"[0, 0]",bought card new samsung galaxy note didnt anything put card phone formatting needed transferred picture video along gb music everything loaded quickly still ton memory left store whatever want need bought amazon much better price could find anywhere else ordered amazon frustration free packaging pull tab package card hand le ten second recommend anyone want fast card lot memory,5,Great Quality,1398384000,25-04-2014,227,0,0,0.8957,pos
944,A3LXX0J0791RZE,NONE,Chris,"[0, 0]",bought item based review recommendation installation extremely easy card bought shipped perfect condition like others noted actual added storage gb buying via amazon huge discount opposed local perfect would recommend product,5,Samsung Galaxy S4 expanded storage,1388016000,26-12-2013,347,0,0,0.9558,pos
945,A2D1N6Z7WS9AQQ,NONE,chris,"[0, 0]",scandisk micro sd work well never problem product brand short couple word sorry,5,memory card,1372896000,07-04-2013,610,0,0,0.4692,pos
946,AEKNT5K9X1ZI1,B007WTAJTO,Chris,"[0, 0]",card fast cheap used canon camera shoot raw format picture video worked flawlessly im currently using old mytouch phone product great price,4,holy cow!,1357430400,01-06-2013,555,0,0,0.5423,pos
947,A1T0394C34LGFN,NONE,Chris,"[0, 0]",card great save lot picture file card card work great phone,5,great memory card,1397692800,17-04-2014,235,0,0,0.9081,pos
948,A3G86RMDGTI4WD,B007WTAJTO,chris,"[0, 0]",useful surface pro increase capacity gb also used backup case something go wrong,4,good design,1369526400,26-05-2013,561,0,0,0.2732,pos
949,A95AZM5V2R8CW,NONE,Chris,"[0, 0]",maximum space allowed gopros knowledge older version like hero larger sd card micro sd card allowed great price great quality hd picture movie get,5,Got this for the Newer GoPros...Working Great!,1377129600,22-08-2013,473,0,0,0.936,pos
950,A2J3VCGBNDLAKF,NONE,Chrisinhouston,"[0, 0]",amazing keep making bigger storage card price go wow nice holding lot stuff,5,Remember when memory cards were so small and expensive?,1391385600,02-03-2014,281,0,0,0.886,pos
951,ANFJYYQ0P35CW,NONE,Chris Jaronsky,"[0, 0]",sure say anything covered previous review already written memory card add great card work great camera storage capacity needed price good get,5,"13,000 reviews? Might as well add mine.",1403568000,24-06-2014,167,0,0,0.9246,pos
952,A1DCP3KM8PLZLF,B007WTAJTO,chris khouri,"[0, 0]",special price could let goi bought card phone gopro camera ideal,4,Good cards. Great promo,1376179200,08-11-2013,395,0,0,0.7269,pos
953,A4IEWHSTUI5HM,B007WTAJTO,Chris Mathews,"[0, 0]",work great asus tablet month completely died recognized device diedi rmad sandisk painless replacement arrive within day emailed return label thru ups sent last worked performance great access time fast lag reading writing get make sure back data failure tablet synced cloud service lose anything purchased sandisk item never issue,3,.... Died after 3 months. Had to RMA with Sandisk,1400284800,17-05-2014,205,0,0,0.1045,pos
954,A3P3T8HNR66Y55,NONE,chris moorhead,"[0, 0]",galaxy note necessary use tablet much dont get smaller card,5,Heck yeah! Can't lose with this much memory!,1362528000,03-06-2013,553,0,0,0,neg
955,AL2FOTE5O0EAY,B007WTAJTO,Chris Prescott,"[1, 2]",card worked galaxy right bat need format anything week watching video phone locked phone showed card damaged unable copy anything mb card viewing photo gallery also lock phone amazon customer service great however sent new card update review able use new one least month without second card week also issue even worse card completely unreadable locked card showed gb data used could accessed via phone computer sent one back going back trusty gb card,1,Only lasted 2 weeks.,1355529600,15-12-2012,723,1,2,0.4588,pos
956,A1OVBH3RR5OY86,NONE,Chris R,"[0, 0]",using samsung galaxy work well good readwrite speed pleased card,5,Perfect for Samsung Galaxy S4,1404086400,30-06-2014,161,0,0,0.7845,pos
957,A1KAO39AX6J5CN,NONE,"Chris ""Rum & Jokes""","[0, 0]",putting phone formatted moved data gb microsd popped phone last month problem picked buck good deal,5,Got it for my Galaxy S III,1367020800,27-04-2013,590,0,0,0.0516,pos
958,A3GO12OJFVDQCJ,NONE,Chris Stephens,"[0, 0]",work fine im thinking getting gb tablet later dont much say except buy,5,No problems here!,1361145600,18-02-2013,658,0,0,0.2023,pos
959,A1D64I7E9U8Z8Y,NONE,chris stevenson,"[0, 0]",got replace old class micro sd card new phone plenty space fast,5,Works as expected,1376438400,14-08-2013,481,0,0,0,neg
960,A3CHFU80MSI4X0,NONE,Christian Rowe,"[0, 0]",use gopro hero hd record high definition sport video chip well would definitely recommend,5,Works great with GoPro Hero 3,1364774400,04-01-2013,703,0,0,0.872,pos
961,A1DRPJRF5VZ4XO,NONE,Christina M,"[0, 0]",bought new camera price incredible big fan sandisk come memory card course bought one camera unsure fitting new camera samsung turn fit storage capacity incredible picture lover whenever able take picture gave picture maybe even cant remember great price great storage capacity cant go wrong,5,"Came with everything that I needed, amazing storage",1389139200,01-08-2014,129,0,0,0.3749,pos
962,A3QVNG965KWNXJ,B007WTAJTO,Christopher Coppock,"[0, 0]",great card issue gopro one maybe firmware update help situation,3,Good card but some issues.,1386115200,12-04-2013,605,0,0,0.7783,pos
963,A1BE7RUDXCPFKW,NONE,Christopher C Santo,"[0, 0]",picked deal day issue put phone connected phone galaxy computer dropped music picture folder everything quick easy,5,Great deal!,1397952000,20-04-2014,232,0,0,0.4404,pos
964,AP9U9P9CAYS93,NONE,Christopher D. Sanders,"[0, 0]",work fine gopro bought month ago work great made,5,Great,1388620800,01-02-2014,310,0,0,0.7096,pos
965,A2BRXREMT5WZJ0,NONE,Christopher Graham,"[0, 0]",issue plug run benchmark store camera video data card includes lot high definition daily cam footage there issue video file storing one save due apparently speed capacity cardthe con fact waited long buy one,5,Works great with Sprint Samsung Galaxy S3,1396483200,04-03-2014,279,0,0,0.4939,pos
966,AEPH63H17I4QU,NONE,Christopher,"[0, 0]",youre getting card mean youre like least young,5,Booyah!,1363305600,15-03-2013,633,0,0,0.3612,pos
967,A2RBB6PWG2AUTE,NONE,Christopher Mitchell,"[0, 0]",cant beat price one gb sd card reader use go pro work fantastic,5,Great deal,1383609600,11-05-2013,576,0,0,0.5574,pos
